frequency_Hz,mag_dB,phase_deg,step_index,step_k
19.05275996087888,-0.1392679346662784,-0.5486536370942784,0,0.1
19.18528238650542,-0.13922739701911419,-0.5524736140094659,0,0.1
19.31872657849705,-0.1391834711563268,-0.556319515310542,0,0.1
19.453098948245852,-0.1391525946264736,-0.5601957684979183,0,0.1
19.588405951738682,-0.13910858168745055,-0.5640958142552807,0,0.1
19.72465408986733,-0.1390744288199407,-0.5680258104090528,0,0.1
19.861849908740865,-0.1390370663822094,-0.5719825542907854,0,0.1
20.00000000000015,-0.1389998193869963,-0.5759671110853314,0,0.1
20.13911100113453,-0.1389528978077854,-0.579977058541894,0,0.1
20.279189595800737,-0.1389160227263226,-0.5840178634967291,0,0.1
20.42024251414402,-0.13886628940044493,-0.5880835635010242,0,0.1
20.56227653312149,-0.1388332577490418,-0.5921823748444496,0,0.1
20.70529847682771,-0.13879402405389224,-0.5963082903644338,0,0.1
20.849315216822593,-0.13874535907097357,-0.6004605866000393,0,0.1
20.994333672461515,-0.1387037091505701,-0.6046440105554166,0,0.1
21.14036081122778,-0.13865928836424918,-0.6088560616691367,0,0.1
21.28740364906737,-0.13860886952823598,-0.6130960221312673,0,0.1
21.43546925072604,-0.1385689018172083,-0.6173687598889419,0,0.1
21.584564730088722,-0.13851976317126227,-0.6216689190173068,0,0.1
21.734697250521346,-0.13847790450194014,-0.6260014173687793,0,0.1
21.885874025214974,-0.138423704600648,-0.6303608059356082,0,0.1
22.038102317532406,-0.13837689562823918,-0.6347530139122566,0,0.1
22.191389441357092,-0.1383276959114828,-0.6391754211986425,0,0.1
22.345742761444598,-0.1382827218190076,-0.643630203137237,0,0.1
22.501169693776383,-0.13822891323261438,-0.6481137030477119,0,0.1
22.657677705916175,-0.13817944729628892,-0.6526300638381669,0,0.1
22.815274317368676,-0.1381278245098152,-0.6571775694344776,0,0.1
22.973967099940907,-0.13807410530005745,-0.661756455397515,0,0.1
23.13376367810596,-0.1380314700713459,-0.6663709957531637,0,0.1
23.29467172936933,-0.13797046294435597,-0.6710123707790153,0,0.1
23.456698984637793,-0.13791410531247303,-0.6756878796193658,0,0.1
23.619853228590827,-0.1378559013715726,-0.6803957497321371,0,0.1
23.784142300054643,-0.13780903570892686,-0.6851403787290038,0,0.1
23.949574092378796,-0.1377407740661606,-0.6899116577180108,0,0.1
24.11615655381544,-0.13768726291273647,-0.6947212803913773,0,0.1
24.28389768790117,-0.13762888946950072,-0.6995632569243356,0,0.1
24.452805553841607,-0.13756900198892913,-0.7044388908289149,0,0.1
24.622888266898567,-0.13751423010527616,-0.709350591726569,0,0.1
24.794153998779972,-0.1374482426943444,-0.7142932615772303,0,0.1
24.966610978032485,-0.13738751207617875,-0.7192725451628176,0,0.1
25.140267490436816,-0.13731570847431884,-0.724283275107426,0,0.1
25.315131879405854,-0.13726242860030374,-0.7293355937023922,0,0.1
25.4912125463855,-0.13719822262484177,-0.7344199080539859,0,0.1
25.668517951258348,-0.13713300673263043,-0.739539787050698,0,0.1
25.847056612750112,-0.13706029556432098,-0.744693258146209,0,0.1
26.026837108838944,-0.1369932885638769,-0.7498851006291866,0,0.1
26.20786807716754,-0.13692550255104025,-0.7551133638028891,0,0.1
26.390158215458165,-0.1368602974107636,-0.7603794905047686,0,0.1
26.573716281930512,-0.13679119165338186,-0.7656814815438058,0,0.1
26.758551095722524,-0.13671826628426906,-0.7710196112059298,0,0.1
26.944671537314093,-0.136644884418278,-0.7763953321033487,0,0.1
27.13208654895373,-0.1365744105340377,-0.7818101326430615,0,0.1
27.320805135088207,-0.13649380471084607,-0.7872595791051579,0,0.1
27.510836362795175,-0.13642940178335328,-0.7927535089777213,0,0.1
27.7021893622188,-0.13635175793114634,-0.7982814875428363,0,0.1
27.89487332700842,-0.13626752300991804,-0.8038461671220458,0,0.1
28.088897514760255,-0.13618663002574716,-0.8094514953024905,0,0.1
28.284271247462218,-0.1361124510218374,-0.8150990575419802,0,0.1
28.48100391194176,-0.13603195165903995,-0.8207842661371795,0,0.1
28.679104960316874,-0.135955069210271,-0.826511156542344,0,0.1
28.878583910450253,-0.1358687710100632,-0.8322750541151694,0,0.1
29.079450346406546,-0.13578299703297683,-0.8380800274984522,0,0.1
29.28171391891285,-0.1356912800516828,-0.8439238678611357,0,0.1
29.485384345822368,-0.13561340913789607,-0.8498145887517129,0,0.1
29.690471412581335,-0.13552979215156108,-0.8557448806008828,0,0.1
29.896984972699123,-0.13543724695985657,-0.861713743981907,0,0.1
30.104934948221704,-0.13534900337747163,-0.8677267127882693,0,0.1
30.314331330208326,-0.13525531796073859,-0.8737802140479938,0,0.1
30.52518417921155,-0.13516285942656517,-0.8798772269686165,0,0.1
30.73750362576062,-0.13507173366303968,-0.8860181270883727,0,0.1
30.951299870848175,-0.13497548291697292,-0.8922005943305495,0,0.1
31.16658318642038,-0.13487749800319976,-0.8984263167989952,0,0.1
31.38336391587042,-0.13477460611719871,-0.9046942864870192,0,0.1
31.60165247453548,-0.1346767667142404,-0.9110089758825805,0,0.1
31.82145935019715,-0.1345742445162482,-0.9173666480777992,0,0.1
32.04279510358529,-0.13448356842592205,-0.9237746379265367,0,0.1
32.26567036888546,-0.13438187393811468,-0.9302235891298875,0,0.1
32.49009585424984,-0.13427256074161717,-0.9367152159819425,0,0.1
32.716082342311665,-0.13416888017835746,-0.9432555574059867,0,0.1
32.94364069070335,-0.13406438660185765,-0.9498421928663724,0,0.1
33.172781832578096,-0.1339460682945541,-0.9564697335558991,0,0.1
33.40351677713521,-0.1338370325557504,-0.9631486635397726,0,0.1
33.63585661014903,-0.13372755463563446,-0.9698750813681004,0,0.1
33.86981249450153,-0.1336144777281791,-0.9766479247287282,0,0.1
34.10539567071872,-0.1334946462802937,-0.9834660956503742,0,0.1
34.34261745751061,-0.13337475787115227,-0.9903329543529734,0,0.1
34.58148925231507,-0.1332582285640468,-0.9972504406956338,0,0.1
34.822022531845434,-0.13314519240449382,-1.0042190232141508,0,0.1
35.064228852641875,-0.13302264807365935,-1.0112330581399742,0,0.1
35.30811985162668,-0.13289401622246155,-1.0182944392933608,0,0.1
35.55370724666329,-0.132775857742525,-1.025411312218614,0,0.1
35.80100283711939,-0.13264203754767134,-1.0325717400480703,0,0.1
36.05001850443371,-0.13250583553432785,-1.039782317957033,0,0.1
36.30076621268694,-0.1323838201679399,-1.047051404068216,0,0.1
36.55325800917653,-0.13224657451825125,-1.0543652578176803,0,0.1
36.80750602499552,-0.1321139556817533,-1.0617338339118767,0,0.1
37.06352247561536,-0.1319762586144998,-1.0691528073590844,0,0.1
37.32131966147283,-0.13184020545357855,-1.0766258664131698,0,0.1
37.58090996856101,-0.1316993794265409,-1.0841502379913868,0,0.1
37.84230586902438,-0.1315637927137211,-1.0917313195232605,0,0.1
38.105519921758045,-0.1314171752591774,-1.099361353279224,0,0.1
38.37056477301113,-0.1312662574221141,-1.1070440759451459,0,0.1
38.63745315699439,-0.13112105864878795,-1.1147850086899527,0,0.1
38.906197896491996,-0.1309685992079016,-1.1225779385212982,0,0.1
39.176811903477656,-0.13081890313856984,-1.130428436083396,0,0.1
39.449308179734956,-0.13066556625581355,-1.1383336158032296,0,0.1
39.72369981748203,-0.13050875850175636,-1.1462939705170203,0,0.1
40.000000000000604,-0.1303486519905658,-1.1543100003127233,0,0.1
40.27822200226936,-0.13019528151658707,-1.1623874845290518,0,0.1
40.55837919160177,-0.13002252914403453,-1.1705128921358374,0,0.1
40.840485028288356,-0.12986015555193167,-1.1787025983655162,0,0.1
41.124553066243294,-0.129695194500792,-1.1869501051305593,0,0.1
41.410596953655734,-0.12952125451070035,-1.195252338020009,0,0.1
41.6986304336455,-0.1293483831006449,-1.2036152266991185,0,0.1
41.98866734492334,-0.12917348104651444,-1.212037532175994,0,0.1
42.28072162245588,-0.1290000266799722,-1.2205216628997815,0,0.1
42.57480729813507,-0.12881506107832533,-1.2290607994667297,0,0.1
42.8709385014524,-0.12863193095187198,-1.2376628889348054,0,0.1
43.16912946017777,-0.1284541229186827,-1.2463304434994213,0,0.1
43.46939450104301,-0.12826868396684557,-1.2550565542992975,0,0.1
43.771748050430276,-0.12807252709654135,-1.263839841166588,0,0.1
44.07620463506514,-0.12788230056197253,-1.272690418003293,0,0.1
44.38277888271451,-0.12768834601637014,-1.2816031822884433,0,0.1
44.69148552288952,-0.12748758412588662,-1.290576780737597,0,0.1
45.00233938755311,-0.12728022688750604,-1.2996117788620665,0,0.1
45.315355411832684,-0.1270862266907411,-1.3087206149091886,0,0.1
45.63054863473769,-0.1268827754905839,-1.3178901834485688,0,0.1
45.947934199882155,-0.12666351275458623,-1.327117028344941,0,0.1
46.26752735621227,-0.1264582712150098,-1.3364197983202881,0,0.1
46.58934345873901,-0.12623766635877118,-1.3457810639363676,0,0.1
46.913397969275934,-0.12601837761002546,-1.35521155875269,0,0.1
47.23970645718201,-0.12580721879519158,-1.3647161260222174,0,0.1
47.56828460010965,-0.12557809839752723,-1.3742789788321277,0,0.1
47.89914818475796,-0.12535099790215062,-1.3839131427169575,0,0.1
48.232313107631235,-0.12511628405108802,-1.3936130589696472,0,0.1
48.5677953758027,-0.12488736526854395,-1.4033878408262717,0,0.1
48.90561110768358,-0.12464802994579542,-1.4132276416156955,0,0.1
49.2457765337975,-0.12440840148468571,-1.423139522658302,0,0.1
49.58830799756032,-0.12416214761719852,-1.4331199159219077,0,0.1
49.933221956065346,-0.1239128148024493,-1.4431716826012784,0,0.1
50.280534980874016,-0.12366066075910845,-1.4532955622145074,0,0.1
50.630263758812085,-0.12341253219381104,-1.4634967258605303,0,0.1
50.982425092771386,-0.12314893545019766,-1.47376268194143,0,0.1
51.33703590251707,-0.12289318871032863,-1.4841097058304302,0,0.1
51.69411322550061,-0.12262909623040212,-1.4945274493893597,0,0.1
52.05367421767828,-0.1223635179312063,-1.5050211674866358,0,0.1
52.41573615433548,-0.12208684826437818,-1.5155848169035737,0,0.1
52.78031643091672,-0.121805953897568,-1.5262236945422054,0,0.1
53.14743256386143,-0.12152441216342165,-1.5369409187945369,0,0.1
53.517102191445446,-0.1212458047646016,-1.5477396868709687,0,0.1
53.8893430746286,-0.1209605372222553,-1.5586138687103346,0,0.1
54.264173097907864,-0.12066231076667835,-1.5695595220790186,0,0.1
54.64161027017682,-0.1203711933804452,-1.5805916652119179,0,0.1
55.02167272559077,-0.12008089530553256,-1.5917065174161908,0,0.1
55.40437872443802,-0.11976864702975333,-1.6028880915382169,0,0.1
55.78974665401725,-0.11945452937701359,-1.6141515996602818,0,0.1
56.17779502952094,-0.11914544624280496,-1.625502865528908,0,0.1
56.56854249492486,-0.11882522785251586,-1.6369305833232128,0,0.1
56.962007823883944,-0.11850408125908861,-1.648443011139575,0,0.1
57.358209920634174,-0.11817573231664284,-1.660036112602237,0,0.1
57.75716782090094,-0.11785039800901496,-1.6717183342547444,0,0.1
58.158900692813525,-0.11751521475676258,-1.6834805804290651,0,0.1
58.56342783782614,-0.11718040787498678,-1.6953313850225078,0,0.1
58.97076869164518,-0.11682652015455249,-1.7072563461730084,0,0.1
59.38094282516311,-0.11648027946416444,-1.7192769379361097,0,0.1
59.79396994539869,-0.11612223428994325,-1.7313786873016865,0,0.1
60.209869896443855,-0.1157593280529585,-1.7435677317413014,0,0.1
60.628662660417106,-0.11540181081080222,-1.7558530190300663,0,0.1
61.05036835842356,-0.11502363484475768,-1.7682144230084749,0,0.1
61.4750072515217,-0.11465486014269638,-1.7806768649676816,0,0.1
61.90259974169682,-0.11428594847794013,-1.7932335288753032,0,0.1
62.33316637284123,-0.11388755227535795,-1.8058610700087578,0,0.1
62.766727831741306,-0.11350295708884689,-1.8185957627873732,0,0.1
63.20330494907143,-0.11310282120691917,-1.8314141891552955,0,0.1
63.642918700394766,-0.11271393866523727,-1.8443394961660113,0,0.1
64.08559020717105,-0.11229705942096779,-1.8573395154251495,0,0.1
64.5313407377714,-0.11189550390482692,-1.8704515982823846,0,0.1
64.98019170850016,-0.11146671878288192,-1.8836403759777764,0,0.1
65.43216468462381,-0.11103752180930879,-1.8969294678045165,0,0.1
65.8872813814072,-0.11061161555361097,-1.9103230119322359,0,0.1
66.34556366515669,-0.11018279363715396,-1.9238165613750808,0,0.1
66.80703355427093,-0.1097316295029533,-1.9373938663077586,0,0.1
67.27171322029855,-0.10929158273042783,-1.9510852069226454,0,0.1
67.73962498900357,-0.10883331682510008,-1.9648655085127391,0,0.1
68.21079134143795,-0.10837046994740195,-1.9787476994633484,0,0.1
68.68523491502174,-0.10790677026827046,-1.9927360652111004,0,0.1
69.16297850463066,-0.10743272234875596,-2.006822921043682,0,0.1
69.6440450636914,-0.10695206130769572,-2.02101252028559,0,0.1
70.12845770528428,-0.10646522004418729,-2.035306163884031,0,0.1
70.61623970325388,-0.10597594456234107,-2.0497082625804257,0,0.1
71.10741449332713,-0.10547475027656081,-2.064210920142401,0,0.1
71.60200567423932,-0.1049620804809965,-2.0788153886781986,0,0.1
72.10003700886796,-0.10445493346570411,-2.093538688511843,0,0.1
72.60153242537443,-0.10392728352490131,-2.1083570909685543,0,0.1
73.10651601835362,-0.10339944932591721,-2.123290886413665,0,0.1
73.61501204999159,-0.10286196136305614,-2.1383319919070303,0,0.1
74.12704495123128,-0.10231859700497498,-2.153485035289613,0,0.1
74.64263932294622,-0.10176651490996147,-2.168748244191646,0,0.1
75.16181993712259,-0.10120618926584563,-2.184123068267782,0,0.1
75.68461173804933,-0.10063478511211488,-2.1996076819436143,0,0.1
76.21103984351666,-0.10005609811204483,-2.2152068550189976,0,0.1
76.74112954602285,-0.09947724515678992,-2.230928832206094,0,0.1
77.27490631398935,-0.0988821455338563,-2.2467584520518025,0,0.1
77.81239579298456,-0.09828786965567661,-2.2627141024946322,0,0.1
78.3536238069559,-0.09767502406874266,-2.278777030887216,0,0.1
78.8986163594705,-0.09706400880535442,-2.2949693013025234,0,0.1
79.44739963496465,-0.09644538499269247,-2.3112823536240197,0,0.1
80.00000000000179,-0.09580639342912235,-2.3277038800722045,0,0.1
80.55644400453932,-0.09517077459679384,-2.344259924267564,0,0.1
81.11675838320417,-0.09450918279401242,-2.360920555397116,0,0.1
81.68097005657731,-0.09385201160921691,-2.3777192169957946,0,0.1
82.24910613248719,-0.09317987465116744,-2.394636385245825,0,0.1
82.8211939073121,-0.09250658559745936,-2.411688155700868,0,0.1
83.39726086729164,-0.09181607752734514,-2.428858273547743,0,0.1
83.97733468984731,-0.09112217599143808,-2.4461630339753064,0,0.1
84.56144324491237,-0.09040216866945675,-2.463578539933457,0,0.1
85.14961459627077,-0.08969315426905089,-2.4811471747653493,0,0.1
85.74187700290544,-0.0889591307625481,-2.498830084529372,0,0.1
86.33825892035618,-0.08822392019426831,-2.5166552110844607,0,0.1
86.93878900208668,-0.0874880883253352,-2.5346246788539113,0,0.1
87.54349610086122,-0.08672892097263521,-2.552713880443737,0,0.1
88.15240927013093,-0.08595695896550387,-2.570936022807114,0,0.1
88.7655577654297,-0.08517610013867694,-2.589296915594575,0,0.1
89.38297104577971,-0.08438359235202278,-2.6077947067551737,0,0.1
90.00467877510688,-0.08358001385428884,-2.626431411524491,0,0.1
90.63071082366605,-0.08277260685226534,-2.6452170090968554,0,0.1
91.26109726947607,-0.08194863926252861,-2.664137814940083,0,0.1
91.895868399765,-0.0811153597460068,-2.6832038417285897,0,0.1
92.53505471242522,-0.08027003017567355,-2.7024132375101724,0,0.1
93.17868691747873,-0.07940658008350682,-2.7217600113307943,0,0.1
93.82679593855258,-0.07853893953284075,-2.741262594818622,0,0.1
94.47941291436473,-0.07766104713076817,-2.7609151460674464,0,0.1
95.13656920022001,-0.07676016770603056,-2.7807033259848146,0,0.1
95.79829636951663,-0.07585358335443465,-2.8006500642490835,0,0.1
96.4646262152632,-0.07492856176034923,-2.820740971455338,0,0.1
97.13559075160614,-0.07400240284965709,-2.840999451741004,0,0.1
97.81122221536789,-0.07305903803443789,-2.8614067935557634,0,0.1
98.49155306759573,-0.07209908359286427,-2.8819652696349958,0,0.1
99.17661599512138,-0.07112984030707235,-2.902685872741653,0,0.1
99.86644391213144,-0.0701385695898618,-2.9235536925438845,0,0.1
100.56106996174877,-0.0691426040245029,-2.9445929511063214,0,0.1
101.26052751762494,-0.06812920636900086,-2.9657886899462036,0,0.1
101.96485018554354,-0.06710569376404901,-2.987152260001759,0,0.1
102.67407180503491,-0.06605932133882401,-3.0086683781744945,0,0.1
103.388226451002,-0.06500744860136155,-3.030361999932651,0,0.1
104.10734843535732,-0.06393398354836251,-3.0522132419270003,0,0.1
104.83147230867174,-0.06285295196946072,-3.074242898912461,0,0.1
105.56063286183424,-0.061748253537346115,-3.0964307866550373,0,0.1
106.29486512772365,-0.06062387207284554,-3.1187840243814504,0,0.1
107.03420438289172,-0.059503906257427824,-3.1413379994536133,0,0.1
107.778686149258,-0.05835549304816377,-3.1640489404140113,0,0.1
108.52834619581655,-0.057196032818492,-3.1869430210912686,0,0.1
109.28322054035448,-0.05601611129418455,-3.2100088943839955,0,0.1
110.04334545118235,-0.054806302378773326,-3.2332348727795086,0,0.1
110.80875744887686,-0.053607522085268394,-3.256681624469729,0,0.1
111.57949330803534,-0.05237678924992925,-3.2802894810268097,0,0.1
112.35559005904271,-0.051128171707669035,-3.3040806233317532,0,0.1
113.13708498985058,-0.04986567508366019,-3.328062988950811,0,0.1
113.92401564776874,-0.04858658702564322,-3.352234747129494,0,0.1
114.71641984126921,-0.04729155367494798,-3.3765990096166005,0,0.1
115.51433564180275,-0.04597449320690967,-3.40114884311338,0,0.1
116.31780138562794,-0.04463940988062391,-3.4258923625846407,0,0.1
117.12685567565316,-0.04328694607355922,-3.4508327620220363,0,0.1
117.94153738329126,-0.04191100796404293,-3.475962977747916,0,0.1
118.76188565032712,-0.04052233668369193,-3.5013017058456937,0,0.1
119.58793989079828,-0.039114835620817016,-3.5268419752657065,0,0.1
120.41973979288862,-0.0376756528347894,-3.5525660500104843,0,0.1
121.25732532083512,-0.03622901874482608,-3.578514043444511,0,0.1
122.10073671684803,-0.03476207980598178,-3.6046683865639766,0,0.1
122.95001450304433,-0.03327208669729326,-3.631027127510747,0,0.1
123.80519948339456,-0.03175965976086437,-3.6575936490885157,0,0.1
124.66633274568338,-0.030235553510543318,-3.6843877705108214,0,0.1
125.53345566348355,-0.028680114375380063,-3.711380379515431,0,0.1
126.40660989814381,-0.027104086958649288,-3.7385913148928873,0,0.1
127.28583740079048,-0.025511463746997493,-3.7660297987084697,0,0.1
128.17118041434307,-0.023885930824280376,-3.793671609039961,0,0.1
129.0626814755438,-0.022251776511596592,-3.8215596177979676,0,0.1
129.9603834170013,-0.020582509087719136,-3.849652513439421,0,0.1
130.86432936924862,-0.01890242547461247,-3.87799373766035,0,0.1
131.77456276281538,-0.017191777278471796,-3.906552904396113,0,0.1
132.69112733031437,-0.015457914801747064,-3.9353452190517966,0,0.1
133.61406710854286,-0.01369801251469612,-3.964368723996417,0,0.1
134.5434264405981,-0.0119194209950573,-3.9936390450853425,0,0.1
135.47924997800817,-0.010112508857869002,-4.023142537915369,0,0.1
136.42158268287693,-0.008284615874245744,-4.052895009019616,0,0.1
137.3704698300445,-0.006429483323281755,-4.082888598607549,0,0.1
138.32595700926237,-0.004537427928102405,-4.113109121835064,0,0.1
139.28809012738384,-0.0026293821655397585,-4.143596871502989,0,0.1
140.25691541056963,-0.0007092799475843,-4.174362507199434,0,0.1
141.23247940650882,0.0012666676718431974,-4.205330304853712,0,0.1
142.2148289866553,0.003257090396953161,-4.236578144971173,0,0.1
143.20401134847972,0.005268312047722992,-4.2680982093502084,0,0.1
144.200074017737,0.0073100956760557235,-4.299876085002501,0,0.1
145.20306485074994,0.009378571828074646,-4.331922353900639,0,0.1
146.2130320367083,0.011493803434049467,-4.364202987808108,0,0.1
147.2300240999843,0.013610922328886874,-4.396805557565503,0,0.1
148.25408990246365,0.01577395401088324,-4.4296510904034205,0,0.1
149.28527864589356,0.01795512390171779,-4.4627957490801355,0,0.1
150.32363987424628,0.02018485971395338,-4.496185196828774,0,0.1
151.3692234760998,0.022431956222683787,-4.529882957074762,0,0.1
152.42207968703445,0.02470631871287876,-4.563874094388895,0,0.1
153.48225909204683,0.0270281930083422,-4.598122995968378,0,0.1
154.54981262797986,0.029369792716018868,-4.632687860955159,0,0.1
155.6247915859703,0.03174109262698428,-4.667553398229599,0,0.1
156.70724761391295,0.034152110386488924,-4.702703814233566,0,0.1
157.79723271894218,0.036588808527144585,-4.73817124793957,0,0.1
158.8947992699305,0.03906813490158089,-4.7739259520743795,0,0.1
160.0000000000048,0.04158296953567329,-4.809986396613604,0,0.1
161.11288800907985,0.044126191004740856,-4.8463715035970605,0,0.1
162.23351676640956,0.04670448677449583,-4.88307218442515,0,0.1
163.36194011315587,0.04932112815739122,-4.920086182865218,0,0.1
164.49821226497562,0.05196558535614657,-4.957439972559024,0,0.1
165.6423878146254,0.05466192146244164,-4.995088009321333,0,0.1
166.79452173458452,0.057385811603147346,-5.033085855741313,0,0.1
167.9546693796959,0.06014406963552487,-5.071424224203683,0,0.1
169.12288648982604,0.06293661584149278,-5.110108320734196,0,0.1
170.29922919254284,0.06578422101818432,-5.149098558744983,0,0.1
171.4837540058122,0.06865910895017335,-5.188459533152327,0,0.1
172.6765178407137,0.07157863818198901,-5.228159028499845,0,0.1
173.87757800417467,0.07453240995016767,-5.268224893451228,0,0.1
